,Restaurant_id,Name,Locality,Address,City,Latitude,Longitude,Zip Code,Cuisines,Price Range,Average Cost for two,User Rating,Rating Text,Votes,all_reviews_count
170,17554878,Wild Horse Mountain Bar-B-Que,Sallisaw,"S 4612 Rd, Sallisaw 74955",Sallisaw,35.4058420000,-94.8042870000,74955,BBQ,1,10,4.9,Excellent,77,28
171,7100171,Ombra,Te Aro,"199 Cuba Street, Te Aro, Wellington City",Wellington City,-41.2948873169,174.7749488801,,Italian,4,70,4.9,Excellent,270,131
172,16604818,Brandy Creek Wines & View Cafe,Drouin East,"570 Buln Buln Rd, Drouin East",Drouin East,-38.1076200000,145.8977050000,3818,"Spanish, Tapas",2,20,4.9,Excellent,67,38
173,16605284,Tomo Modern Japanese,Inverloch,"1/23 A'Beckett Street, Inverloch",Inverloch,-38.6337090000,145.7252810000,3996,Japanese,3,30,4.9,Excellent,95,42
174,16855097,Cafe Citti,Kenwood,"9049 Sonoma Highway, Kenwood 95452",Kenwood,38.4181222222,-122.5502250000,95452,Italian,2,40,4.9,Excellent,58,11
175,17218986,Maggie's Town Tavern,Little Falls,"10 Van Ness Ave, Little Falls 07424",Little Falls,40.8805720000,-74.2230000000,07424,"Pizza, Bar Food, Steak",2,25,4.9,Excellent,47,19
176,17563040,La Tarasca,Centralia,"1001 W Main St, Centralia 98531",Centralia,46.7187000000,-122.9655000000,98531,Mexican,1,10,4.9,Excellent,121,41
177,16608105,Victory Hotel,Sellicks Beach,"Main South Road, Sellicks Beach",Sellicks Beach,-35.3385390000,138.4643100000,5174,Pub Food,2,20,4.9,Excellent,102,56
178,17277886,Craig Brothers Cafe,De Valls Bluff,"15 W Walnut, De Valls Bluff 72041",De Valls Bluff,34.7216000000,-91.5348000000,72041,BBQ,1,10,4.9,Excellent,72,20
179,18702883,Landour Bakehouse,Landour,"Shop 152, Sisters Bazaar, Landour Cantt",Mussoorie,30.4568987189,78.1020792201,,"Cafe, Bakery, Desserts",2,500,4.9,Excellent,175,91
180,16604836,The Outpost Retreat & Toolshed bar,Noojee,"38 Loch Valley Road, Noojee",Noojee,-37.8911980000,146.0037790000,3833,Bar Food,2,20,4.9,Excellent,48,25
181,16609847,Byblos Restaurant & Bar,Gosford,"124 Donnison St, Gosford",Gosford,-33.4269370000,151.3428800000,2250,Middle Eastern,2,20,4.9,Excellent,46,22
182,16608168,Pipers of Penola,Penola,"58 Riddoch St, Penola",Penola,-37.3797649000,140.8386923000,5277,Modern Australian,3,30,4.9,Excellent,44,20
183,16608261,The Barn Steakhouse,Mount Gambier,"747 Glenelg River Rd, Mt Gambier, Mount Gambier",Mount Gambier,-37.8195480286,140.6435394287,05290,Steak,2,20,4.9,Excellent,112,56
184,16604731,Parker Street Project at Royal Mail Hotel,Dunkeld,"98 Parker Street, Dunkeld, VIC",Dunkeld,-37.6491777000,142.3396794000,,"International, Modern Australian",3,30,4.9,Excellent,338,141
185,17483280,Clyde's Drive-In,St Ignace,"3 US 2 W, St Ignace 49781",St Ignace,45.8585570000,-84.7195000000,49781,"American, Burger",1,10,4.9,Excellent,68,25
186,16607273,Bastoni Pizzeria,Myrtleford,"Entrance On Great Alpine Rd Next To The Myrtleford Piazza, Myrtleford, Myrtleford",Myrtleford,-36.5607870000,146.7247800000,3737,Pizza,2,20,4.9,Excellent,46,28
187,17497170,Old Country Store,Port Gibson,"18801 Highway 61, Lorman 39150",Port Gibson,31.8409260000,-91.0275140000,39150,"BBQ, Southern",2,25,4.9,Excellent,41,20
188,17280355,Dusit Thai Cuisine,Mountain Home,"920 Hwy 62 E, Mountain Home 72653",Mountain Home,36.3487800000,-92.3728150000,72653,"Asian, Thai",1,10,4.9,Excellent,98,46
189,16586014,Minamishima,Richmond,"4 Lord Street, Richmond, Melbourne, VIC",Melbourne,-37.8198314176,145.0051938370,3121,"Japanese, Sushi",4,450,4.9,Excellent,748,290
